From,To,Year,Population Change,Origin Population,Origin Housing Units,Destination Population,Destination Housing Units
Minnesota,Arizona,2008,9644.0,5220393.0,2331203.0,6500180.0,2722712.0
Mississippi,Arizona,2008,690.0,2938618.0,1267191.0,6500180.0,2722712.0
Missouri,Arizona,2008,4910.0,5911605.0,2664062.0,6500180.0,2722712.0
Montana,Arizona,2008,2440.0,967440.0,438337.0,6500180.0,2722712.0
Nebraska,Arizona,2008,2674.0,1783432.0,785841.0,6500180.0,2722712.0
Nevada,Arizona,2008,9056.0,2600167.0,1127100.0,6500180.0,2722712.0
New Hampshire,Arizona,2008,506.0,1315809.0,597088.0,6500180.0,2722712.0
New Jersey,Arizona,2008,2033.0,8682661.0,3515923.0,6500180.0,2722712.0
New Mexico,Arizona,2008,5146.0,1984356.0,871721.0,6500180.0,2722712.0
New York,Arizona,2008,7506.0,19490297.0,7977383.0,6500180.0,2722712.0
North Carolina,Arizona,2008,5491.0,9222414.0,4200447.0,6500180.0,2722712.0
North Dakota,Arizona,2008,1387.0,641481.0,313018.0,6500180.0,2722712.0
Ohio,Arizona,2008,8274.0,11485910.0,5080242.0,6500180.0,2722712.0
Oklahoma,Arizona,2008,1920.0,3642361.0,1637213.0,6500180.0,2722712.0
Oregon,Arizona,2008,7820.0,3790060.0,1628902.0,6500180.0,2722712.0
Pennsylvania,Arizona,2008,5664.0,12448279.0,5496509.0,6500180.0,2722712.0
Rhode Island,Arizona,2008,1165.0,1050788.0,451770.0,6500180.0,2722712.0
South Carolina,Arizona,2008,1347.0,4479800.0,2056179.0,6500180.0,2722712.0
South Dakota,Arizona,2008,1085.0,804194.0,361455.0,6500180.0,2722712.0
Tennessee,Arizona,2008,2299.0,6214888.0,2758261.0,6500180.0,2722712.0
Texas,Arizona,2008,12153.0,24326974.0,9599073.0,6500180.0,2722712.0
Utah,Arizona,2008,4853.0,2736424.0,944475.0,6500180.0,2722712.0
Vermont,Arizona,2008,218.0,621270.0,312618.0,6500180.0,2722712.0
Virginia,Arizona,2008,3361.0,7769089.0,3306473.0,6500180.0,2722712.0
Washington,Arizona,2008,11891.0,6549224.0,2791765.0,6500180.0,2722712.0
West Virginia,Arizona,2008,356.0,1814468.0,886419.0,6500180.0,2722712.0
Wisconsin,Arizona,2008,2792.0,5627968.0,2568752.0,6500180.0,2722712.0
Wyoming,Arizona,2008,1701.0,532668.0,246418.0,6500180.0,2722712.0
Alabama,Arkansas,2008,1009.0,4661900.0,2158692.0,2855390.0,1298176.0
Alaska,Arkansas,2008,95.0,686293.0,283403.0,2855390.0,1298176.0
Arizona,Arkansas,2008,2872.0,6500180.0,2722712.0,2855390.0,1298176.0
California,Arkansas,2008,6451.0,36756666.0,13394143.0,2855390.0,1298176.0
Colorado,Arkansas,2008,989.0,4939456.0,2152124.0,2855390.0,1298176.0
Connecticut,Arkansas,2008,0.0,3501252.0,1443192.0,2855390.0,1298176.0
Delaware,Arkansas,2008,0.0,873092.0,392967.0,2855390.0,1298176.0
Florida,Arkansas,2008,3948.0,18328340.0,8798213.0,2855390.0,1298176.0
Georgia,Arkansas,2008,1085.0,9685744.0,4026181.0,2855390.0,1298176.0
Hawaii,Arkansas,2008,381.0,1288198.0,512842.0,2855390.0,1298176.0
Idaho,Arkansas,2008,444.0,1523816.0,641543.0,2855390.0,1298176.0
Illinois,Arkansas,2008,4213.0,12901564.0,5276082.0,2855390.0,1298176.0
Indiana,Arkansas,2008,628.0,6376792.0,2795063.0,2855390.0,1298176.0
Iowa,Arkansas,2008,1063.0,3002557.0,1328740.0,2855390.0,1298176.0
Kansas,Arkansas,2008,1625.0,2802134.0,1226429.0,2855390.0,1298176.0
Kentucky,Arkansas,2008,264.0,4269245.0,1920533.0,2855390.0,1298176.0
Louisiana,Arkansas,2008,2696.0,4410796.0,1883134.0,2855390.0,1298176.0
Maine,Arkansas,2008,76.0,1316456.0,700550.0,2855390.0,1298176.0
Maryland,Arkansas,2008,485.0,5633597.0,2333250.0,2855390.0,1298176.0
Massachusetts,Arkansas,2008,272.0,6497967.0,2735645.0,2855390.0,1298176.0
Michigan,Arkansas,2008,2847.0,10003422.0,4535568.0,2855390.0,1298176.0
Minnesota,Arkansas,2008,2244.0,5220393.0,2331203.0,2855390.0,1298176.0
Mississippi,Arkansas,2008,4031.0,2938618.0,1267191.0,2855390.0,1298176.0
Missouri,Arkansas,2008,6081.0,5911605.0,2664062.0,2855390.0,1298176.0
Montana,Arkansas,2008,305.0,967440.0,438337.0,2855390.0,1298176.0
Nebraska,Arkansas,2008,938.0,1783432.0,785841.0,2855390.0,1298176.0
Nevada,Arkansas,2008,581.0,2600167.0,1127100.0,2855390.0,1298176.0
New Hampshire,Arkansas,2008,26.0,1315809.0,597088.0,2855390.0,1298176.0
New Jersey,Arkansas,2008,47.0,8682661.0,3515923.0,2855390.0,1298176.0
New Mexico,Arkansas,2008,822.0,1984356.0,871721.0,2855390.0,1298176.0
New York,Arkansas,2008,185.0,19490297.0,7977383.0,2855390.0,1298176.0
North Carolina,Arkansas,2008,1192.0,9222414.0,4200447.0,2855390.0,1298176.0
North Dakota,Arkansas,2008,38.0,641481.0,313018.0,2855390.0,1298176.0
Ohio,Arkansas,2008,724.0,11485910.0,5080242.0,2855390.0,1298176.0
Oklahoma,Arkansas,2008,6698.0,3642361.0,1637213.0,2855390.0,1298176.0
Oregon,Arkansas,2008,982.0,3790060.0,1628902.0,2855390.0,1298176.0
Pennsylvania,Arkansas,2008,554.0,12448279.0,5496509.0,2855390.0,1298176.0
Rhode Island,Arkansas,2008,0.0,1050788.0,451770.0,2855390.0,1298176.0
South Carolina,Arkansas,2008,1174.0,4479800.0,2056179.0,2855390.0,1298176.0
South Dakota,Arkansas,2008,56.0,804194.0,361455.0,2855390.0,1298176.0
Tennessee,Arkansas,2008,5195.0,6214888.0,2758261.0,2855390.0,1298176.0
Texas,Arkansas,2008,19551.0,24326974.0,9599073.0,2855390.0,1298176.0
Utah,Arkansas,2008,52.0,2736424.0,944475.0,2855390.0,1298176.0
Vermont,Arkansas,2008,0.0,621270.0,312618.0,2855390.0,1298176.0
Virginia,Arkansas,2008,2575.0,7769089.0,3306473.0,2855390.0,1298176.0
Washington,Arkansas,2008,970.0,6549224.0,2791765.0,2855390.0,1298176.0
West Virginia,Arkansas,2008,458.0,1814468.0,886419.0,2855390.0,1298176.0
Wisconsin,Arkansas,2008,1468.0,5627968.0,2568752.0,2855390.0,1298176.0
Wyoming,Arkansas,2008,154.0,532668.0,246418.0,2855390.0,1298176.0
Alabama,California,2008,2868.0,4661900.0,2158692.0,36756666.0,13394143.0
Alaska,California,2008,5905.0,686293.0,283403.0,36756666.0,13394143.0
Arizona,California,2008,37873.0,6500180.0,2722712.0,36756666.0,13394143.0
Arkansas,California,2008,4504.0,2855390.0,1298176.0,36756666.0,13394143.0
Colorado,California,2008,19002.0,4939456.0,2152124.0,36756666.0,13394143.0
Connecticut,California,2008,4551.0,3501252.0,1443192.0,36756666.0,13394143.0
Delaware,California,2008,399.0,873092.0,392967.0,36756666.0,13394143.0
Florida,California,2008,23036.0,18328340.0,8798213.0,36756666.0,13394143.0
Georgia,California,2008,8301.0,9685744.0,4026181.0,36756666.0,13394143.0
Hawaii,California,2008,11054.0,1288198.0,512842.0,36756666.0,13394143.0
Idaho,California,2008,6333.0,1523816.0,641543.0,36756666.0,13394143.0
Illinois,California,2008,21611.0,12901564.0,5276082.0,36756666.0,13394143.0
Indiana,California,2008,4537.0,6376792.0,2795063.0,36756666.0,13394143.0
Iowa,California,2008,2880.0,3002557.0,1328740.0,36756666.0,13394143.0
Kansas,California,2008,4331.0,2802134.0,1226429.0,36756666.0,13394143.0
Kentucky,California,2008,2753.0,4269245.0,1920533.0,36756666.0,13394143.0
Louisiana,California,2008,4792.0,4410796.0,1883134.0,36756666.0,13394143.0
Maine,California,2008,2086.0,1316456.0,700550.0,36756666.0,13394143.0
Maryland,California,2008,8120.0,5633597.0,2333250.0,36756666.0,13394143.0
Massachusetts,California,2008,13523.0,6497967.0,2735645.0,36756666.0,13394143.0
Michigan,California,2008,10357.0,10003422.0,4535568.0,36756666.0,13394143.0
Minnesota,California,2008,5000.0,5220393.0,2331203.0,36756666.0,13394143.0
Mississippi,California,2008,2529.0,2938618.0,1267191.0,36756666.0,13394143.0
Missouri,California,2008,8917.0,5911605.0,2664062.0,36756666.0,13394143.0
Montana,California,2008,3292.0,967440.0,438337.0,36756666.0,13394143.0
Nebraska,California,2008,2402.0,1783432.0,785841.0,36756666.0,13394143.0
Nevada,California,2008,31237.0,2600167.0,1127100.0,36756666.0,13394143.0
New Hampshire,California,2008,1192.0,1315809.0,597088.0,36756666.0,13394143.0
New Jersey,California,2008,7454.0,8682661.0,3515923.0,36756666.0,13394143.0
New Mexico,California,2008,5753.0,1984356.0,871721.0,36756666.0,13394143.0
New York,California,2008,28535.0,19490297.0,7977383.0,36756666.0,13394143.0
North Carolina,California,2008,11247.0,9222414.0,4200447.0,36756666.0,13394143.0
North Dakota,California,2008,718.0,641481.0,313018.0,36756666.0,13394143.0
Ohio,California,2008,8312.0,11485910.0,5080242.0,36756666.0,13394143.0
Oklahoma,California,2008,3059.0,3642361.0,1637213.0,36756666.0,13394143.0
Oregon,California,2008,20369.0,3790060.0,1628902.0,36756666.0,13394143.0
Pennsylvania,California,2008,11697.0,12448279.0,5496509.0,36756666.0,13394143.0
Rhode Island,California,2008,1223.0,1050788.0,451770.0,36756666.0,13394143.0
South Carolina,California,2008,2876.0,4479800.0,2056179.0,36756666.0,13394143.0
South Dakota,California,2008,715.0,804194.0,361455.0,36756666.0,13394143.0
Tennessee,California,2008,5670.0,6214888.0,2758261.0,36756666.0,13394143.0
Texas,California,2008,42142.0,24326974.0,9599073.0,36756666.0,13394143.0
Utah,California,2008,9977.0,2736424.0,944475.0,36756666.0,13394143.0
Vermont,California,2008,892.0,621270.0,312618.0,36756666.0,13394143.0
Virginia,California,2008,13612.0,7769089.0,3306473.0,36756666.0,13394143.0
Washington,California,2008,29680.0,6549224.0,2791765.0,36756666.0,13394143.0
West Virginia,California,2008,1372.0,1814468.0,886419.0,36756666.0,13394143.0
Wisconsin,California,2008,4705.0,5627968.0,2568752.0,36756666.0,13394143.0
Wyoming,California,2008,1585.0,532668.0,246418.0,36756666.0,13394143.0
Alabama,Colorado,2008,1243.0,4661900.0,2158692.0,4939456.0,2152124.0
Alaska,Colorado,2008,3330.0,686293.0,283403.0,4939456.0,2152124.0
Arizona,Colorado,2008,12096.0,6500180.0,2722712.0,4939456.0,2152124.0
Arkansas,Colorado,2008,966.0,2855390.0,1298176.0,4939456.0,2152124.0
California,Colorado,2008,28890.0,36756666.0,13394143.0,4939456.0,2152124.0
Connecticut,Colorado,2008,833.0,3501252.0,1443192.0,4939456.0,2152124.0
Delaware,Colorado,2008,195.0,873092.0,392967.0,4939456.0,2152124.0
Florida,Colorado,2008,10469.0,18328340.0,8798213.0,4939456.0,2152124.0
Georgia,Colorado,2008,4467.0,9685744.0,4026181.0,4939456.0,2152124.0
Hawaii,Colorado,2008,1861.0,1288198.0,512842.0,4939456.0,2152124.0
Idaho,Colorado,2008,2090.0,1523816.0,641543.0,4939456.0,2152124.0
Illinois,Colorado,2008,5140.0,12901564.0,5276082.0,4939456.0,2152124.0
Indiana,Colorado,2008,3181.0,6376792.0,2795063.0,4939456.0,2152124.0
Iowa,Colorado,2008,2420.0,3002557.0,1328740.0,4939456.0,2152124.0
Kansas,Colorado,2008,6085.0,2802134.0,1226429.0,4939456.0,2152124.0
Kentucky,Colorado,2008,1418.0,4269245.0,1920533.0,4939456.0,2152124.0
Louisiana,Colorado,2008,2068.0,4410796.0,1883134.0,4939456.0,2152124.0
Maine,Colorado,2008,597.0,1316456.0,700550.0,4939456.0,2152124.0
Maryland,Colorado,2008,1039.0,5633597.0,2333250.0,4939456.0,2152124.0
Massachusetts,Colorado,2008,2460.0,6497967.0,2735645.0,4939456.0,2152124.0
Michigan,Colorado,2008,3498.0,10003422.0,4535568.0,4939456.0,2152124.0
Minnesota,Colorado,2008,4067.0,5220393.0,2331203.0,4939456.0,2152124.0
Mississippi,Colorado,2008,729.0,2938618.0,1267191.0,4939456.0,2152124.0
Missouri,Colorado,2008,2967.0,5911605.0,2664062.0,4939456.0,2152124.0
Montana,Colorado,2008,2405.0,967440.0,438337.0,4939456.0,2152124.0
Nebraska,Colorado,2008,3034.0,1783432.0,785841.0,4939456.0,2152124.0
Nevada,Colorado,2008,4453.0,2600167.0,1127100.0,4939456.0,2152124.0
New Hampshire,Colorado,2008,525.0,1315809.0,597088.0,4939456.0,2152124.0
New Jersey,Colorado,2008,2966.0,8682661.0,3515923.0,4939456.0,2152124.0
New Mexico,Colorado,2008,8457.0,1984356.0,871721.0,4939456.0,2152124.0
New York,Colorado,2008,3298.0,19490297.0,7977383.0,4939456.0,2152124.0
North Carolina,Colorado,2008,4566.0,9222414.0,4200447.0,4939456.0,2152124.0
North Dakota,Colorado,2008,1438.0,641481.0,313018.0,4939456.0,2152124.0
Ohio,Colorado,2008,3928.0,11485910.0,5080242.0,4939456.0,2152124.0
Oklahoma,Colorado,2008,3929.0,3642361.0,1637213.0,4939456.0,2152124.0
Oregon,Colorado,2008,4028.0,3790060.0,1628902.0,4939456.0,2152124.0
Pennsylvania,Colorado,2008,3788.0,12448279.0,5496509.0,4939456.0,2152124.0
Rhode Island,Colorado,2008,398.0,1050788.0,451770.0,4939456.0,2152124.0
South Carolina,Colorado,2008,2930.0,4479800.0,2056179.0,4939456.0,2152124.0
South Dakota,Colorado,2008,1230.0,804194.0,361455.0,4939456.0,2152124.0
Tennessee,Colorado,2008,1665.0,6214888.0,2758261.0,4939456.0,2152124.0
Texas,Colorado,2008,18276.0,24326974.0,9599073.0,4939456.0,2152124.0
Utah,Colorado,2008,5002.0,2736424.0,944475.0,4939456.0,2152124.0
Vermont,Colorado,2008,322.0,621270.0,312618.0,4939456.0,2152124.0
Virginia,Colorado,2008,3404.0,7769089.0,3306473.0,4939456.0,2152124.0
Washington,Colorado,2008,4926.0,6549224.0,2791765.0,4939456.0,2152124.0
West Virginia,Colorado,2008,455.0,1814468.0,886419.0,4939456.0,2152124.0
Wisconsin,Colorado,2008,3492.0,5627968.0,2568752.0,4939456.0,2152124.0
Wyoming,Colorado,2008,5234.0,532668.0,246418.0,4939456.0,2152124.0
Alabama,Connecticut,2008,139.0,4661900.0,2158692.0,3501252.0,1443192.0
Alaska,Connecticut,2008,1870.0,686293.0,283403.0,3501252.0,1443192.0
Arizona,Connecticut,2008,977.0,6500180.0,2722712.0,3501252.0,1443192.0
Arkansas,Connecticut,2008,0.0,2855390.0,1298176.0,3501252.0,1443192.0
California,Connecticut,2008,2970.0,36756666.0,13394143.0,3501252.0,1443192.0
Colorado,Connecticut,2008,1133.0,4939456.0,2152124.0,3501252.0,1443192.0
Delaware,Connecticut,2008,47.0,873092.0,392967.0,3501252.0,1443192.0
Florida,Connecticut,2008,4573.0,18328340.0,8798213.0,3501252.0,1443192.0
Georgia,Connecticut,2008,2852.0,9685744.0,4026181.0,3501252.0,1443192.0
Hawaii,Connecticut,2008,84.0,1288198.0,512842.0,3501252.0,1443192.0
Idaho,Connecticut,2008,154.0,1523816.0,641543.0,3501252.0,1443192.0
Illinois,Connecticut,2008,1296.0,12901564.0,5276082.0,3501252.0,1443192.0
Indiana,Connecticut,2008,220.0,6376792.0,2795063.0,3501252.0,1443192.0
Iowa,Connecticut,2008,353.0,3002557.0,1328740.0,3501252.0,1443192.0
Kansas,Connecticut,2008,63.0,2802134.0,1226429.0,3501252.0,1443192.0
Kentucky,Connecticut,2008,379.0,4269245.0,1920533.0,3501252.0,1443192.0
Louisiana,Connecticut,2008,357.0,4410796.0,1883134.0,3501252.0,1443192.0
Maine,Connecticut,2008,1410.0,1316456.0,700550.0,3501252.0,1443192.0
Maryland,Connecticut,2008,915.0,5633597.0,2333250.0,3501252.0,1443192.0
Massachusetts,Connecticut,2008,11231.0,6497967.0,2735645.0,3501252.0,1443192.0
Michigan,Connecticut,2008,2062.0,10003422.0,4535568.0,3501252.0,1443192.0
Minnesota,Connecticut,2008,797.0,5220393.0,2331203.0,3501252.0,1443192.0
Mississippi,Connecticut,2008,0.0,2938618.0,1267191.0,3501252.0,1443192.0
Missouri,Connecticut,2008,307.0,5911605.0,2664062.0,3501252.0,1443192.0
Montana,Connecticut,2008,0.0,967440.0,438337.0,3501252.0,1443192.0
Nebraska,Connecticut,2008,15.0,1783432.0,785841.0,3501252.0,1443192.0
Nevada,Connecticut,2008,141.0,2600167.0,1127100.0,3501252.0,1443192.0
New Hampshire,Connecticut,2008,1431.0,1315809.0,597088.0,3501252.0,1443192.0
New Jersey,Connecticut,2008,4669.0,8682661.0,3515923.0,3501252.0,1443192.0
New Mexico,Connecticut,2008,141.0,1984356.0,871721.0,3501252.0,1443192.0
New York,Connecticut,2008,17271.0,19490297.0,7977383.0,3501252.0,1443192.0
North Carolina,Connecticut,2008,1679.0,9222414.0,4200447.0,3501252.0,1443192.0
North Dakota,Connecticut,2008,0.0,641481.0,313018.0,3501252.0,1443192.0
Ohio,Connecticut,2008,1269.0,11485910.0,5080242.0,3501252.0,1443192.0
Oklahoma,Connecticut,2008,58.0,3642361.0,1637213.0,3501252.0,1443192.0
Oregon,Connecticut,2008,58.0,3790060.0,1628902.0,3501252.0,1443192.0
Pennsylvania,Connecticut,2008,3036.0,12448279.0,5496509.0,3501252.0,1443192.0
Rhode Island,Connecticut,2008,2758.0,1050788.0,451770.0,3501252.0,1443192.0
South Carolina,Connecticut,2008,978.0,4479800.0,2056179.0,3501252.0,1443192.0
South Dakota,Connecticut,2008,61.0,804194.0,361455.0,3501252.0,1443192.0
Tennessee,Connecticut,2008,375.0,6214888.0,2758261.0,3501252.0,1443192.0
Texas,Connecticut,2008,2261.0,24326974.0,9599073.0,3501252.0,1443192.0
Utah,Connecticut,2008,61.0,2736424.0,944475.0,3501252.0,1443192.0
Vermont,Connecticut,2008,1557.0,621270.0,312618.0,3501252.0,1443192.0
Virginia,Connecticut,2008,3606.0,7769089.0,3306473.0,3501252.0,1443192.0
Washington,Connecticut,2008,1127.0,6549224.0,2791765.0,3501252.0,1443192.0
West Virginia,Connecticut,2008,85.0,1814468.0,886419.0,3501252.0,1443192.0
Wisconsin,Connecticut,2008,1342.0,5627968.0,2568752.0,3501252.0,1443192.0
Wyoming,Connecticut,2008,411.0,532668.0,246418.0,3501252.0,1443192.0
Alabama,Delaware,2008,89.0,4661900.0,2158692.0,873092.0,392967.0
Alaska,Delaware,2008,235.0,686293.0,283403.0,873092.0,392967.0
Arizona,Delaware,2008,180.0,6500180.0,2722712.0,873092.0,392967.0
Arkansas,Delaware,2008,0.0,2855390.0,1298176.0,873092.0,392967.0
California,Delaware,2008,1294.0,36756666.0,13394143.0,873092.0,392967.0
Colorado,Delaware,2008,399.0,4939456.0,2152124.0,873092.0,392967.0
Connecticut,Delaware,2008,500.0,3501252.0,1443192.0,873092.0,392967.0
Florida,Delaware,2008,2029.0,18328340.0,8798213.0,873092.0,392967.0
Georgia,Delaware,2008,1018.0,9685744.0,4026181.0,873092.0,392967.0
Hawaii,Delaware,2008,0.0,1288198.0,512842.0,873092.0,392967.0
Idaho,Delaware,2008,0.0,1523816.0,641543.0,873092.0,392967.0
Illinois,Delaware,2008,1287.0,12901564.0,5276082.0,873092.0,392967.0
Indiana,Delaware,2008,547.0,6376792.0,2795063.0,873092.0,392967.0
Iowa,Delaware,2008,0.0,3002557.0,1328740.0,873092.0,392967.0
Kansas,Delaware,2008,73.0,2802134.0,1226429.0,873092.0,392967.0
Kentucky,Delaware,2008,0.0,4269245.0,1920533.0,873092.0,392967.0
Louisiana,Delaware,2008,472.0,4410796.0,1883134.0,873092.0,392967.0
Maine,Delaware,2008,58.0,1316456.0,700550.0,873092.0,392967.0
Maryland,Delaware,2008,8322.0,5633597.0,2333250.0,873092.0,392967.0
Massachusetts,Delaware,2008,1574.0,6497967.0,2735645.0,873092.0,392967.0
Michigan,Delaware,2008,0.0,10003422.0,4535568.0,873092.0,392967.0
Minnesota,Delaware,2008,51.0,5220393.0,2331203.0,873092.0,392967.0
Mississippi,Delaware,2008,56.0,2938618.0,1267191.0,873092.0,392967.0
Missouri,Delaware,2008,260.0,5911605.0,2664062.0,873092.0,392967.0
Montana,Delaware,2008,0.0,967440.0,438337.0,873092.0,392967.0
Nebraska,Delaware,2008,0.0,1783432.0,785841.0,873092.0,392967.0
Nevada,Delaware,2008,135.0,2600167.0,1127100.0,873092.0,392967.0
New Hampshire,Delaware,2008,304.0,1315809.0,597088.0,873092.0,392967.0
New Jersey,Delaware,2008,3323.0,8682661.0,3515923.0,873092.0,392967.0
New Mexico,Delaware,2008,175.0,1984356.0,871721.0,873092.0,392967.0
New York,Delaware,2008,2966.0,19490297.0,7977383.0,873092.0,392967.0
North Carolina,Delaware,2008,1200.0,9222414.0,4200447.0,873092.0,392967.0
North Dakota,Delaware,2008,758.0,641481.0,313018.0,873092.0,392967.0
Ohio,Delaware,2008,86.0,11485910.0,5080242.0,873092.0,392967.0
Oklahoma,Delaware,2008,38.0,3642361.0,1637213.0,873092.0,392967.0
Oregon,Delaware,2008,0.0,3790060.0,1628902.0,873092.0,392967.0
Pennsylvania,Delaware,2008,8892.0,12448279.0,5496509.0,873092.0,392967.0
Rhode Island,Delaware,2008,0.0,1050788.0,451770.0,873092.0,392967.0
South Carolina,Delaware,2008,571.0,4479800.0,2056179.0,873092.0,392967.0
South Dakota,Delaware,2008,0.0,804194.0,361455.0,873092.0,392967.0
Tennessee,Delaware,2008,170.0,6214888.0,2758261.0,873092.0,392967.0
Texas,Delaware,2008,520.0,24326974.0,9599073.0,873092.0,392967.0
Utah,Delaware,2008,0.0,2736424.0,944475.0,873092.0,392967.0
Vermont,Delaware,2008,0.0,621270.0,312618.0,873092.0,392967.0
Virginia,Delaware,2008,2983.0,7769089.0,3306473.0,873092.0,392967.0
Washington,Delaware,2008,550.0,6549224.0,2791765.0,873092.0,392967.0
West Virginia,Delaware,2008,92.0,1814468.0,886419.0,873092.0,392967.0
Wisconsin,Delaware,2008,144.0,5627968.0,2568752.0,873092.0,392967.0
Wyoming,Delaware,2008,109.0,532668.0,246418.0,873092.0,392967.0
Alabama,Florida,2008,13116.0,4661900.0,2158692.0,18328340.0,8798213.0
Alaska,Florida,2008,10734.0,686293.0,283403.0,18328340.0,8798213.0
Arizona,Florida,2008,4501.0,6500180.0,2722712.0,18328340.0,8798213.0
Arkansas,Florida,2008,4368.0,2855390.0,1298176.0,18328340.0,8798213.0
California,Florida,2008,18241.0,36756666.0,13394143.0,18328340.0,8798213.0
Colorado,Florida,2008,8511.0,4939456.0,2152124.0,18328340.0,8798213.0
Connecticut,Florida,2008,11058.0,3501252.0,1443192.0,18328340.0,8798213.0
Delaware,Florida,2008,1680.0,873092.0,392967.0,18328340.0,8798213.0
Georgia,Florida,2008,47089.0,9685744.0,4026181.0,18328340.0,8798213.0
Hawaii,Florida,2008,1763.0,1288198.0,512842.0,18328340.0,8798213.0
Idaho,Florida,2008,1911.0,1523816.0,641543.0,18328340.0,8798213.0
Illinois,Florida,2008,14902.0,12901564.0,5276082.0,18328340.0,8798213.0
Indiana,Florida,2008,13681.0,6376792.0,2795063.0,18328340.0,8798213.0
Iowa,Florida,2008,2431.0,3002557.0,1328740.0,18328340.0,8798213.0
Kansas,Florida,2008,3928.0,2802134.0,1226429.0,18328340.0,8798213.0
Kentucky,Florida,2008,5697.0,4269245.0,1920533.0,18328340.0,8798213.0
Louisiana,Florida,2008,6223.0,4410796.0,1883134.0,18328340.0,8798213.0
Maine,Florida,2008,2845.0,1316456.0,700550.0,18328340.0,8798213.0
Maryland,Florida,2008,10660.0,5633597.0,2333250.0,18328340.0,8798213.0
Massachusetts,Florida,2008,15203.0,6497967.0,2735645.0,18328340.0,8798213.0
Michigan,Florida,2008,19062.0,10003422.0,4535568.0,18328340.0,8798213.0
Minnesota,Florida,2008,4374.0,5220393.0,2331203.0,18328340.0,8798213.0
Mississippi,Florida,2008,3751.0,2938618.0,1267191.0,18328340.0,8798213.0
Missouri,Florida,2008,4673.0,5911605.0,2664062.0,18328340.0,8798213.0
Montana,Florida,2008,538.0,967440.0,438337.0,18328340.0,8798213.0
Nebraska,Florida,2008,612.0,1783432.0,785841.0,18328340.0,8798213.0
Nevada,Florida,2008,2938.0,2600167.0,1127100.0,18328340.0,8798213.0
New Hampshire,Florida,2008,2213.0,1315809.0,597088.0,18328340.0,8798213.0
New Jersey,Florida,2008,26070.0,8682661.0,3515923.0,18328340.0,8798213.0
New Mexico,Florida,2008,2806.0,1984356.0,871721.0,18328340.0,8798213.0
New York,Florida,2008,57995.0,19490297.0,7977383.0,18328340.0,8798213.0
North Carolina,Florida,2008,22320.0,9222414.0,4200447.0,18328340.0,8798213.0
North Dakota,Florida,2008,227.0,641481.0,313018.0,18328340.0,8798213.0
Ohio,Florida,2008,23501.0,11485910.0,5080242.0,18328340.0,8798213.0
Oklahoma,Florida,2008,3548.0,3642361.0,1637213.0,18328340.0,8798213.0
Oregon,Florida,2008,3286.0,3790060.0,1628902.0,18328340.0,8798213.0
Pennsylvania,Florida,2008,21401.0,12448279.0,5496509.0,18328340.0,8798213.0
Rhode Island,Florida,2008,2371.0,1050788.0,451770.0,18328340.0,8798213.0
South Carolina,Florida,2008,7876.0,4479800.0,2056179.0,18328340.0,8798213.0
South Dakota,Florida,2008,1931.0,804194.0,361455.0,18328340.0,8798213.0
Tennessee,Florida,2008,10889.0,6214888.0,2758261.0,18328340.0,8798213.0
Texas,Florida,2008,25181.0,24326974.0,9599073.0,18328340.0,8798213.0
Utah,Florida,2008,1185.0,2736424.0,944475.0,18328340.0,8798213.0
Vermont,Florida,2008,2283.0,621270.0,312618.0,18328340.0,8798213.0
Virginia,Florida,2008,23510.0,7769089.0,3306473.0,18328340.0,8798213.0
Washington,Florida,2008,6198.0,6549224.0,2791765.0,18328340.0,8798213.0
West Virginia,Florida,2008,2179.0,1814468.0,886419.0,18328340.0,8798213.0
Wisconsin,Florida,2008,5633.0,5627968.0,2568752.0,18328340.0,8798213.0
Wyoming,Florida,2008,495.0,532668.0,246418.0,18328340.0,8798213.0
Alabama,Georgia,2008,20484.0,4661900.0,2158692.0,9685744.0,4026181.0
Alaska,Georgia,2008,2734.0,686293.0,283403.0,9685744.0,4026181.0
Arizona,Georgia,2008,4337.0,6500180.0,2722712.0,9685744.0,4026181.0
Arkansas,Georgia,2008,2193.0,2855390.0,1298176.0,9685744.0,4026181.0
California,Georgia,2008,14254.0,36756666.0,13394143.0,9685744.0,4026181.0
Colorado,Georgia,2008,2724.0,4939456.0,2152124.0,9685744.0,4026181.0
Connecticut,Georgia,2008,2106.0,3501252.0,1443192.0,9685744.0,4026181.0
Delaware,Georgia,2008,438.0,873092.0,392967.0,9685744.0,4026181.0
Florida,Georgia,2008,49921.0,18328340.0,8798213.0,9685744.0,4026181.0
Hawaii,Georgia,2008,1167.0,1288198.0,512842.0,9685744.0,4026181.0
Idaho,Georgia,2008,1590.0,1523816.0,641543.0,9685744.0,4026181.0
Illinois,Georgia,2008,10721.0,12901564.0,5276082.0,9685744.0,4026181.0
Indiana,Georgia,2008,3932.0,6376792.0,2795063.0,9685744.0,4026181.0
Iowa,Georgia,2008,2108.0,3002557.0,1328740.0,9685744.0,4026181.0
Kansas,Georgia,2008,1486.0,2802134.0,1226429.0,9685744.0,4026181.0
Kentucky,Georgia,2008,3726.0,4269245.0,1920533.0,9685744.0,4026181.0
Louisiana,Georgia,2008,7971.0,4410796.0,1883134.0,9685744.0,4026181.0
Maine,Georgia,2008,107.0,1316456.0,700550.0,9685744.0,4026181.0
