From,To,Year,Population Change,Origin Population,Origin Housing Units,Destination Population,Destination Housing Units
Maryland,Georgia,2008,5157.0,5633597.0,2333250.0,9685744.0,4026181.0
Massachusetts,Georgia,2008,5234.0,6497967.0,2735645.0,9685744.0,4026181.0
Michigan,Georgia,2008,7049.0,10003422.0,4535568.0,9685744.0,4026181.0
Minnesota,Georgia,2008,1481.0,5220393.0,2331203.0,9685744.0,4026181.0
Mississippi,Georgia,2008,4020.0,2938618.0,1267191.0,9685744.0,4026181.0
Missouri,Georgia,2008,3889.0,5911605.0,2664062.0,9685744.0,4026181.0
Montana,Georgia,2008,234.0,967440.0,438337.0,9685744.0,4026181.0
Nebraska,Georgia,2008,915.0,1783432.0,785841.0,9685744.0,4026181.0
Nevada,Georgia,2008,806.0,2600167.0,1127100.0,9685744.0,4026181.0
New Hampshire,Georgia,2008,808.0,1315809.0,597088.0,9685744.0,4026181.0
New Jersey,Georgia,2008,8398.0,8682661.0,3515923.0,9685744.0,4026181.0
New Mexico,Georgia,2008,827.0,1984356.0,871721.0,9685744.0,4026181.0
New York,Georgia,2008,19851.0,19490297.0,7977383.0,9685744.0,4026181.0
North Carolina,Georgia,2008,16136.0,9222414.0,4200447.0,9685744.0,4026181.0
North Dakota,Georgia,2008,301.0,641481.0,313018.0,9685744.0,4026181.0
Ohio,Georgia,2008,8167.0,11485910.0,5080242.0,9685744.0,4026181.0
Oklahoma,Georgia,2008,2269.0,3642361.0,1637213.0,9685744.0,4026181.0
Oregon,Georgia,2008,1019.0,3790060.0,1628902.0,9685744.0,4026181.0
Pennsylvania,Georgia,2008,7752.0,12448279.0,5496509.0,9685744.0,4026181.0
Rhode Island,Georgia,2008,340.0,1050788.0,451770.0,9685744.0,4026181.0
South Carolina,Georgia,2008,14310.0,4479800.0,2056179.0,9685744.0,4026181.0
South Dakota,Georgia,2008,280.0,804194.0,361455.0,9685744.0,4026181.0
Tennessee,Georgia,2008,12138.0,6214888.0,2758261.0,9685744.0,4026181.0
Texas,Georgia,2008,17148.0,24326974.0,9599073.0,9685744.0,4026181.0
Utah,Georgia,2008,682.0,2736424.0,944475.0,9685744.0,4026181.0
Vermont,Georgia,2008,341.0,621270.0,312618.0,9685744.0,4026181.0
Virginia,Georgia,2008,8531.0,7769089.0,3306473.0,9685744.0,4026181.0
Washington,Georgia,2008,2626.0,6549224.0,2791765.0,9685744.0,4026181.0
West Virginia,Georgia,2008,1460.0,1814468.0,886419.0,9685744.0,4026181.0
Wisconsin,Georgia,2008,2623.0,5627968.0,2568752.0,9685744.0,4026181.0
Wyoming,Georgia,2008,550.0,532668.0,246418.0,9685744.0,4026181.0
Alabama,Hawaii,2008,502.0,4661900.0,2158692.0,1288198.0,512842.0
Alaska,Hawaii,2008,1050.0,686293.0,283403.0,1288198.0,512842.0
Arizona,Hawaii,2008,2669.0,6500180.0,2722712.0,1288198.0,512842.0
Arkansas,Hawaii,2008,1322.0,2855390.0,1298176.0,1288198.0,512842.0
California,Hawaii,2008,12820.0,36756666.0,13394143.0,1288198.0,512842.0
Colorado,Hawaii,2008,1273.0,4939456.0,2152124.0,1288198.0,512842.0
Connecticut,Hawaii,2008,123.0,3501252.0,1443192.0,1288198.0,512842.0
Delaware,Hawaii,2008,0.0,873092.0,392967.0,1288198.0,512842.0
Florida,Hawaii,2008,2761.0,18328340.0,8798213.0,1288198.0,512842.0
Georgia,Hawaii,2008,1639.0,9685744.0,4026181.0,1288198.0,512842.0
Idaho,Hawaii,2008,564.0,1523816.0,641543.0,1288198.0,512842.0
Illinois,Hawaii,2008,123.0,12901564.0,5276082.0,1288198.0,512842.0
Indiana,Hawaii,2008,217.0,6376792.0,2795063.0,1288198.0,512842.0
Iowa,Hawaii,2008,52.0,3002557.0,1328740.0,1288198.0,512842.0
Kansas,Hawaii,2008,397.0,2802134.0,1226429.0,1288198.0,512842.0
Kentucky,Hawaii,2008,339.0,4269245.0,1920533.0,1288198.0,512842.0
Louisiana,Hawaii,2008,143.0,4410796.0,1883134.0,1288198.0,512842.0
Maine,Hawaii,2008,370.0,1316456.0,700550.0,1288198.0,512842.0
Maryland,Hawaii,2008,1811.0,5633597.0,2333250.0,1288198.0,512842.0
Massachusetts,Hawaii,2008,283.0,6497967.0,2735645.0,1288198.0,512842.0
Michigan,Hawaii,2008,520.0,10003422.0,4535568.0,1288198.0,512842.0
Minnesota,Hawaii,2008,949.0,5220393.0,2331203.0,1288198.0,512842.0
Mississippi,Hawaii,2008,274.0,2938618.0,1267191.0,1288198.0,512842.0
Missouri,Hawaii,2008,389.0,5911605.0,2664062.0,1288198.0,512842.0
Montana,Hawaii,2008,151.0,967440.0,438337.0,1288198.0,512842.0
Nebraska,Hawaii,2008,0.0,1783432.0,785841.0,1288198.0,512842.0
Nevada,Hawaii,2008,1338.0,2600167.0,1127100.0,1288198.0,512842.0
New Hampshire,Hawaii,2008,428.0,1315809.0,597088.0,1288198.0,512842.0
New Jersey,Hawaii,2008,762.0,8682661.0,3515923.0,1288198.0,512842.0
New Mexico,Hawaii,2008,165.0,1984356.0,871721.0,1288198.0,512842.0
New York,Hawaii,2008,933.0,19490297.0,7977383.0,1288198.0,512842.0
North Carolina,Hawaii,2008,2346.0,9222414.0,4200447.0,1288198.0,512842.0
North Dakota,Hawaii,2008,0.0,641481.0,313018.0,1288198.0,512842.0
Ohio,Hawaii,2008,571.0,11485910.0,5080242.0,1288198.0,512842.0
Oklahoma,Hawaii,2008,1248.0,3642361.0,1637213.0,1288198.0,512842.0
Oregon,Hawaii,2008,388.0,3790060.0,1628902.0,1288198.0,512842.0
Pennsylvania,Hawaii,2008,1602.0,12448279.0,5496509.0,1288198.0,512842.0
Rhode Island,Hawaii,2008,562.0,1050788.0,451770.0,1288198.0,512842.0
South Carolina,Hawaii,2008,433.0,4479800.0,2056179.0,1288198.0,512842.0
South Dakota,Hawaii,2008,137.0,804194.0,361455.0,1288198.0,512842.0
Tennessee,Hawaii,2008,104.0,6214888.0,2758261.0,1288198.0,512842.0
Texas,Hawaii,2008,3571.0,24326974.0,9599073.0,1288198.0,512842.0
Utah,Hawaii,2008,442.0,2736424.0,944475.0,1288198.0,512842.0
Vermont,Hawaii,2008,128.0,621270.0,312618.0,1288198.0,512842.0
Virginia,Hawaii,2008,4045.0,7769089.0,3306473.0,1288198.0,512842.0
Washington,Hawaii,2008,4254.0,6549224.0,2791765.0,1288198.0,512842.0
West Virginia,Hawaii,2008,42.0,1814468.0,886419.0,1288198.0,512842.0
Wisconsin,Hawaii,2008,748.0,5627968.0,2568752.0,1288198.0,512842.0
Wyoming,Hawaii,2008,503.0,532668.0,246418.0,1288198.0,512842.0
Alabama,Idaho,2008,80.0,4661900.0,2158692.0,1523816.0,641543.0
Alaska,Idaho,2008,1390.0,686293.0,283403.0,1523816.0,641543.0
Arizona,Idaho,2008,2109.0,6500180.0,2722712.0,1523816.0,641543.0
Arkansas,Idaho,2008,751.0,2855390.0,1298176.0,1523816.0,641543.0
California,Idaho,2008,10492.0,36756666.0,13394143.0,1523816.0,641543.0
Colorado,Idaho,2008,746.0,4939456.0,2152124.0,1523816.0,641543.0
Connecticut,Idaho,2008,233.0,3501252.0,1443192.0,1523816.0,641543.0
Delaware,Idaho,2008,0.0,873092.0,392967.0,1523816.0,641543.0
Florida,Idaho,2008,1049.0,18328340.0,8798213.0,1523816.0,641543.0
Georgia,Idaho,2008,1428.0,9685744.0,4026181.0,1523816.0,641543.0
Hawaii,Idaho,2008,60.0,1288198.0,512842.0,1523816.0,641543.0
Illinois,Idaho,2008,1691.0,12901564.0,5276082.0,1523816.0,641543.0
Indiana,Idaho,2008,219.0,6376792.0,2795063.0,1523816.0,641543.0
Iowa,Idaho,2008,425.0,3002557.0,1328740.0,1523816.0,641543.0
Kansas,Idaho,2008,578.0,2802134.0,1226429.0,1523816.0,641543.0
Kentucky,Idaho,2008,62.0,4269245.0,1920533.0,1523816.0,641543.0
Louisiana,Idaho,2008,314.0,4410796.0,1883134.0,1523816.0,641543.0
Maine,Idaho,2008,0.0,1316456.0,700550.0,1523816.0,641543.0
Maryland,Idaho,2008,216.0,5633597.0,2333250.0,1523816.0,641543.0
Massachusetts,Idaho,2008,424.0,6497967.0,2735645.0,1523816.0,641543.0
Michigan,Idaho,2008,779.0,10003422.0,4535568.0,1523816.0,641543.0
Minnesota,Idaho,2008,1554.0,5220393.0,2331203.0,1523816.0,641543.0
Mississippi,Idaho,2008,19.0,2938618.0,1267191.0,1523816.0,641543.0
Missouri,Idaho,2008,140.0,5911605.0,2664062.0,1523816.0,641543.0
Montana,Idaho,2008,2025.0,967440.0,438337.0,1523816.0,641543.0
Nebraska,Idaho,2008,82.0,1783432.0,785841.0,1523816.0,641543.0
Nevada,Idaho,2008,2390.0,2600167.0,1127100.0,1523816.0,641543.0
New Hampshire,Idaho,2008,26.0,1315809.0,597088.0,1523816.0,641543.0
New Jersey,Idaho,2008,0.0,8682661.0,3515923.0,1523816.0,641543.0
New Mexico,Idaho,2008,904.0,1984356.0,871721.0,1523816.0,641543.0
New York,Idaho,2008,814.0,19490297.0,7977383.0,1523816.0,641543.0
North Carolina,Idaho,2008,507.0,9222414.0,4200447.0,1523816.0,641543.0
North Dakota,Idaho,2008,611.0,641481.0,313018.0,1523816.0,641543.0
Ohio,Idaho,2008,288.0,11485910.0,5080242.0,1523816.0,641543.0
Oklahoma,Idaho,2008,393.0,3642361.0,1637213.0,1523816.0,641543.0
Oregon,Idaho,2008,7300.0,3790060.0,1628902.0,1523816.0,641543.0
Pennsylvania,Idaho,2008,288.0,12448279.0,5496509.0,1523816.0,641543.0
Rhode Island,Idaho,2008,0.0,1050788.0,451770.0,1523816.0,641543.0
South Carolina,Idaho,2008,0.0,4479800.0,2056179.0,1523816.0,641543.0
South Dakota,Idaho,2008,408.0,804194.0,361455.0,1523816.0,641543.0
Tennessee,Idaho,2008,129.0,6214888.0,2758261.0,1523816.0,641543.0
Texas,Idaho,2008,1125.0,24326974.0,9599073.0,1523816.0,641543.0
Utah,Idaho,2008,10142.0,2736424.0,944475.0,1523816.0,641543.0
Vermont,Idaho,2008,288.0,621270.0,312618.0,1523816.0,641543.0
Virginia,Idaho,2008,325.0,7769089.0,3306473.0,1523816.0,641543.0
Washington,Idaho,2008,9480.0,6549224.0,2791765.0,1523816.0,641543.0
West Virginia,Idaho,2008,0.0,1814468.0,886419.0,1523816.0,641543.0
Wisconsin,Idaho,2008,547.0,5627968.0,2568752.0,1523816.0,641543.0
Wyoming,Idaho,2008,1960.0,532668.0,246418.0,1523816.0,641543.0
Alabama,Illinois,2008,2029.0,4661900.0,2158692.0,12901564.0,5276082.0
Alaska,Illinois,2008,1694.0,686293.0,283403.0,12901564.0,5276082.0
Arizona,Illinois,2008,4746.0,6500180.0,2722712.0,12901564.0,5276082.0
Arkansas,Illinois,2008,2131.0,2855390.0,1298176.0,12901564.0,5276082.0
California,Illinois,2008,20722.0,36756666.0,13394143.0,12901564.0,5276082.0
Colorado,Illinois,2008,4755.0,4939456.0,2152124.0,12901564.0,5276082.0
Connecticut,Illinois,2008,1404.0,3501252.0,1443192.0,12901564.0,5276082.0
Delaware,Illinois,2008,218.0,873092.0,392967.0,12901564.0,5276082.0
Florida,Illinois,2008,14444.0,18328340.0,8798213.0,12901564.0,5276082.0
Georgia,Illinois,2008,6446.0,9685744.0,4026181.0,12901564.0,5276082.0
Hawaii,Illinois,2008,2682.0,1288198.0,512842.0,12901564.0,5276082.0
Idaho,Illinois,2008,468.0,1523816.0,641543.0,12901564.0,5276082.0
Indiana,Illinois,2008,22369.0,6376792.0,2795063.0,12901564.0,5276082.0
Iowa,Illinois,2008,12054.0,3002557.0,1328740.0,12901564.0,5276082.0
Kansas,Illinois,2008,3067.0,2802134.0,1226429.0,12901564.0,5276082.0
Kentucky,Illinois,2008,3735.0,4269245.0,1920533.0,12901564.0,5276082.0
Louisiana,Illinois,2008,1183.0,4410796.0,1883134.0,12901564.0,5276082.0
Maine,Illinois,2008,958.0,1316456.0,700550.0,12901564.0,5276082.0
Maryland,Illinois,2008,2067.0,5633597.0,2333250.0,12901564.0,5276082.0
Massachusetts,Illinois,2008,3127.0,6497967.0,2735645.0,12901564.0,5276082.0
Michigan,Illinois,2008,13892.0,10003422.0,4535568.0,12901564.0,5276082.0
Minnesota,Illinois,2008,3956.0,5220393.0,2331203.0,12901564.0,5276082.0
Mississippi,Illinois,2008,2844.0,2938618.0,1267191.0,12901564.0,5276082.0
Missouri,Illinois,2008,14256.0,5911605.0,2664062.0,12901564.0,5276082.0
Montana,Illinois,2008,184.0,967440.0,438337.0,12901564.0,5276082.0
Nebraska,Illinois,2008,1031.0,1783432.0,785841.0,12901564.0,5276082.0
Nevada,Illinois,2008,1001.0,2600167.0,1127100.0,12901564.0,5276082.0
New Hampshire,Illinois,2008,125.0,1315809.0,597088.0,12901564.0,5276082.0
New Jersey,Illinois,2008,2738.0,8682661.0,3515923.0,12901564.0,5276082.0
New Mexico,Illinois,2008,593.0,1984356.0,871721.0,12901564.0,5276082.0
New York,Illinois,2008,6620.0,19490297.0,7977383.0,12901564.0,5276082.0
North Carolina,Illinois,2008,3611.0,9222414.0,4200447.0,12901564.0,5276082.0
North Dakota,Illinois,2008,536.0,641481.0,313018.0,12901564.0,5276082.0
Ohio,Illinois,2008,7379.0,11485910.0,5080242.0,12901564.0,5276082.0
Oklahoma,Illinois,2008,1937.0,3642361.0,1637213.0,12901564.0,5276082.0
Oregon,Illinois,2008,1171.0,3790060.0,1628902.0,12901564.0,5276082.0
Pennsylvania,Illinois,2008,3511.0,12448279.0,5496509.0,12901564.0,5276082.0
Rhode Island,Illinois,2008,283.0,1050788.0,451770.0,12901564.0,5276082.0
South Carolina,Illinois,2008,1205.0,4479800.0,2056179.0,12901564.0,5276082.0
South Dakota,Illinois,2008,138.0,804194.0,361455.0,12901564.0,5276082.0
Tennessee,Illinois,2008,4054.0,6214888.0,2758261.0,12901564.0,5276082.0
Texas,Illinois,2008,11031.0,24326974.0,9599073.0,12901564.0,5276082.0
Utah,Illinois,2008,1376.0,2736424.0,944475.0,12901564.0,5276082.0
Vermont,Illinois,2008,63.0,621270.0,312618.0,12901564.0,5276082.0
Virginia,Illinois,2008,6530.0,7769089.0,3306473.0,12901564.0,5276082.0
Washington,Illinois,2008,3383.0,6549224.0,2791765.0,12901564.0,5276082.0
West Virginia,Illinois,2008,578.0,1814468.0,886419.0,12901564.0,5276082.0
Wisconsin,Illinois,2008,16722.0,5627968.0,2568752.0,12901564.0,5276082.0
Wyoming,Illinois,2008,67.0,532668.0,246418.0,12901564.0,5276082.0
Alabama,Indiana,2008,713.0,4661900.0,2158692.0,6376792.0,2795063.0
Alaska,Indiana,2008,509.0,686293.0,283403.0,6376792.0,2795063.0
Arizona,Indiana,2008,4590.0,6500180.0,2722712.0,6376792.0,2795063.0
Arkansas,Indiana,2008,935.0,2855390.0,1298176.0,6376792.0,2795063.0
California,Indiana,2008,7951.0,36756666.0,13394143.0,6376792.0,2795063.0
Colorado,Indiana,2008,2774.0,4939456.0,2152124.0,6376792.0,2795063.0
Connecticut,Indiana,2008,967.0,3501252.0,1443192.0,6376792.0,2795063.0
Delaware,Indiana,2008,0.0,873092.0,392967.0,6376792.0,2795063.0
Florida,Indiana,2008,9183.0,18328340.0,8798213.0,6376792.0,2795063.0
Georgia,Indiana,2008,4292.0,9685744.0,4026181.0,6376792.0,2795063.0
Hawaii,Indiana,2008,361.0,1288198.0,512842.0,6376792.0,2795063.0
Idaho,Indiana,2008,373.0,1523816.0,641543.0,6376792.0,2795063.0
Illinois,Indiana,2008,34358.0,12901564.0,5276082.0,6376792.0,2795063.0
Iowa,Indiana,2008,735.0,3002557.0,1328740.0,6376792.0,2795063.0
Kansas,Indiana,2008,733.0,2802134.0,1226429.0,6376792.0,2795063.0
Kentucky,Indiana,2008,11707.0,4269245.0,1920533.0,6376792.0,2795063.0
Louisiana,Indiana,2008,1566.0,4410796.0,1883134.0,6376792.0,2795063.0
Maine,Indiana,2008,146.0,1316456.0,700550.0,6376792.0,2795063.0
Maryland,Indiana,2008,2614.0,5633597.0,2333250.0,6376792.0,2795063.0
Massachusetts,Indiana,2008,1080.0,6497967.0,2735645.0,6376792.0,2795063.0
Michigan,Indiana,2008,13820.0,10003422.0,4535568.0,6376792.0,2795063.0
Minnesota,Indiana,2008,903.0,5220393.0,2331203.0,6376792.0,2795063.0
Mississippi,Indiana,2008,1519.0,2938618.0,1267191.0,6376792.0,2795063.0
Missouri,Indiana,2008,4007.0,5911605.0,2664062.0,6376792.0,2795063.0
Montana,Indiana,2008,280.0,967440.0,438337.0,6376792.0,2795063.0
Nebraska,Indiana,2008,625.0,1783432.0,785841.0,6376792.0,2795063.0
Nevada,Indiana,2008,1347.0,2600167.0,1127100.0,6376792.0,2795063.0
New Hampshire,Indiana,2008,617.0,1315809.0,597088.0,6376792.0,2795063.0
New Jersey,Indiana,2008,1309.0,8682661.0,3515923.0,6376792.0,2795063.0
New Mexico,Indiana,2008,817.0,1984356.0,871721.0,6376792.0,2795063.0
New York,Indiana,2008,3395.0,19490297.0,7977383.0,6376792.0,2795063.0
North Carolina,Indiana,2008,2443.0,9222414.0,4200447.0,6376792.0,2795063.0
North Dakota,Indiana,2008,182.0,641481.0,313018.0,6376792.0,2795063.0
Ohio,Indiana,2008,15522.0,11485910.0,5080242.0,6376792.0,2795063.0
Oklahoma,Indiana,2008,489.0,3642361.0,1637213.0,6376792.0,2795063.0
Oregon,Indiana,2008,1972.0,3790060.0,1628902.0,6376792.0,2795063.0
Pennsylvania,Indiana,2008,4779.0,12448279.0,5496509.0,6376792.0,2795063.0
Rhode Island,Indiana,2008,71.0,1050788.0,451770.0,6376792.0,2795063.0
South Carolina,Indiana,2008,2910.0,4479800.0,2056179.0,6376792.0,2795063.0
South Dakota,Indiana,2008,265.0,804194.0,361455.0,6376792.0,2795063.0
Tennessee,Indiana,2008,3236.0,6214888.0,2758261.0,6376792.0,2795063.0
Texas,Indiana,2008,4633.0,24326974.0,9599073.0,6376792.0,2795063.0
Utah,Indiana,2008,599.0,2736424.0,944475.0,6376792.0,2795063.0
Vermont,Indiana,2008,101.0,621270.0,312618.0,6376792.0,2795063.0
Virginia,Indiana,2008,2626.0,7769089.0,3306473.0,6376792.0,2795063.0
Washington,Indiana,2008,1644.0,6549224.0,2791765.0,6376792.0,2795063.0
West Virginia,Indiana,2008,1255.0,1814468.0,886419.0,6376792.0,2795063.0
Wisconsin,Indiana,2008,3637.0,5627968.0,2568752.0,6376792.0,2795063.0
Wyoming,Indiana,2008,0.0,532668.0,246418.0,6376792.0,2795063.0
Alabama,Iowa,2008,219.0,4661900.0,2158692.0,3002557.0,1328740.0
Alaska,Iowa,2008,578.0,686293.0,283403.0,3002557.0,1328740.0
Arizona,Iowa,2008,1749.0,6500180.0,2722712.0,3002557.0,1328740.0
Arkansas,Iowa,2008,3309.0,2855390.0,1298176.0,3002557.0,1328740.0
California,Iowa,2008,3019.0,36756666.0,13394143.0,3002557.0,1328740.0
Colorado,Iowa,2008,1448.0,4939456.0,2152124.0,3002557.0,1328740.0
Connecticut,Iowa,2008,565.0,3501252.0,1443192.0,3002557.0,1328740.0
Delaware,Iowa,2008,171.0,873092.0,392967.0,3002557.0,1328740.0
Florida,Iowa,2008,2487.0,18328340.0,8798213.0,3002557.0,1328740.0
Georgia,Iowa,2008,1207.0,9685744.0,4026181.0,3002557.0,1328740.0
Hawaii,Iowa,2008,101.0,1288198.0,512842.0,3002557.0,1328740.0
Idaho,Iowa,2008,303.0,1523816.0,641543.0,3002557.0,1328740.0
Illinois,Iowa,2008,14874.0,12901564.0,5276082.0,3002557.0,1328740.0
Indiana,Iowa,2008,1662.0,6376792.0,2795063.0,3002557.0,1328740.0
Kansas,Iowa,2008,2386.0,2802134.0,1226429.0,3002557.0,1328740.0
Kentucky,Iowa,2008,516.0,4269245.0,1920533.0,3002557.0,1328740.0
Louisiana,Iowa,2008,1327.0,4410796.0,1883134.0,3002557.0,1328740.0
Maine,Iowa,2008,19.0,1316456.0,700550.0,3002557.0,1328740.0
Maryland,Iowa,2008,117.0,5633597.0,2333250.0,3002557.0,1328740.0
Massachusetts,Iowa,2008,406.0,6497967.0,2735645.0,3002557.0,1328740.0
Michigan,Iowa,2008,1472.0,10003422.0,4535568.0,3002557.0,1328740.0
Minnesota,Iowa,2008,4976.0,5220393.0,2331203.0,3002557.0,1328740.0
Mississippi,Iowa,2008,217.0,2938618.0,1267191.0,3002557.0,1328740.0
Missouri,Iowa,2008,4620.0,5911605.0,2664062.0,3002557.0,1328740.0
Montana,Iowa,2008,387.0,967440.0,438337.0,3002557.0,1328740.0
Nebraska,Iowa,2008,8085.0,1783432.0,785841.0,3002557.0,1328740.0
Nevada,Iowa,2008,419.0,2600167.0,1127100.0,3002557.0,1328740.0
New Hampshire,Iowa,2008,0.0,1315809.0,597088.0,3002557.0,1328740.0
New Jersey,Iowa,2008,292.0,8682661.0,3515923.0,3002557.0,1328740.0
New Mexico,Iowa,2008,244.0,1984356.0,871721.0,3002557.0,1328740.0
New York,Iowa,2008,1156.0,19490297.0,7977383.0,3002557.0,1328740.0
North Carolina,Iowa,2008,1214.0,9222414.0,4200447.0,3002557.0,1328740.0
North Dakota,Iowa,2008,927.0,641481.0,313018.0,3002557.0,1328740.0
Ohio,Iowa,2008,430.0,11485910.0,5080242.0,3002557.0,1328740.0
Oklahoma,Iowa,2008,1133.0,3642361.0,1637213.0,3002557.0,1328740.0
Oregon,Iowa,2008,1040.0,3790060.0,1628902.0,3002557.0,1328740.0
Pennsylvania,Iowa,2008,430.0,12448279.0,5496509.0,3002557.0,1328740.0
Rhode Island,Iowa,2008,0.0,1050788.0,451770.0,3002557.0,1328740.0
South Carolina,Iowa,2008,494.0,4479800.0,2056179.0,3002557.0,1328740.0
South Dakota,Iowa,2008,1817.0,804194.0,361455.0,3002557.0,1328740.0
Tennessee,Iowa,2008,1483.0,6214888.0,2758261.0,3002557.0,1328740.0
Texas,Iowa,2008,6148.0,24326974.0,9599073.0,3002557.0,1328740.0
Utah,Iowa,2008,1140.0,2736424.0,944475.0,3002557.0,1328740.0
Vermont,Iowa,2008,0.0,621270.0,312618.0,3002557.0,1328740.0
Virginia,Iowa,2008,1075.0,7769089.0,3306473.0,3002557.0,1328740.0
Washington,Iowa,2008,533.0,6549224.0,2791765.0,3002557.0,1328740.0
West Virginia,Iowa,2008,0.0,1814468.0,886419.0,3002557.0,1328740.0
Wisconsin,Iowa,2008,2816.0,5627968.0,2568752.0,3002557.0,1328740.0
Wyoming,Iowa,2008,235.0,532668.0,246418.0,3002557.0,1328740.0
Alabama,Kansas,2008,1704.0,4661900.0,2158692.0,2802134.0,1226429.0
Alaska,Kansas,2008,283.0,686293.0,283403.0,2802134.0,1226429.0
Arizona,Kansas,2008,2831.0,6500180.0,2722712.0,2802134.0,1226429.0
Arkansas,Kansas,2008,1873.0,2855390.0,1298176.0,2802134.0,1226429.0
California,Kansas,2008,6118.0,36756666.0,13394143.0,2802134.0,1226429.0
Colorado,Kansas,2008,6726.0,4939456.0,2152124.0,2802134.0,1226429.0
Connecticut,Kansas,2008,372.0,3501252.0,1443192.0,2802134.0,1226429.0
Delaware,Kansas,2008,0.0,873092.0,392967.0,2802134.0,1226429.0
Florida,Kansas,2008,3641.0,18328340.0,8798213.0,2802134.0,1226429.0
Georgia,Kansas,2008,1369.0,9685744.0,4026181.0,2802134.0,1226429.0
Hawaii,Kansas,2008,489.0,1288198.0,512842.0,2802134.0,1226429.0
Idaho,Kansas,2008,192.0,1523816.0,641543.0,2802134.0,1226429.0
Illinois,Kansas,2008,3411.0,12901564.0,5276082.0,2802134.0,1226429.0
Indiana,Kansas,2008,1380.0,6376792.0,2795063.0,2802134.0,1226429.0
Iowa,Kansas,2008,2796.0,3002557.0,1328740.0,2802134.0,1226429.0
Kentucky,Kansas,2008,2353.0,4269245.0,1920533.0,2802134.0,1226429.0
Louisiana,Kansas,2008,923.0,4410796.0,1883134.0,2802134.0,1226429.0
Maine,Kansas,2008,593.0,1316456.0,700550.0,2802134.0,1226429.0
Maryland,Kansas,2008,244.0,5633597.0,2333250.0,2802134.0,1226429.0
Massachusetts,Kansas,2008,882.0,6497967.0,2735645.0,2802134.0,1226429.0
Michigan,Kansas,2008,1624.0,10003422.0,4535568.0,2802134.0,1226429.0
Minnesota,Kansas,2008,822.0,5220393.0,2331203.0,2802134.0,1226429.0
Mississippi,Kansas,2008,496.0,2938618.0,1267191.0,2802134.0,1226429.0
Missouri,Kansas,2008,21252.0,5911605.0,2664062.0,2802134.0,1226429.0
Montana,Kansas,2008,176.0,967440.0,438337.0,2802134.0,1226429.0
Nebraska,Kansas,2008,4961.0,1783432.0,785841.0,2802134.0,1226429.0
Nevada,Kansas,2008,928.0,2600167.0,1127100.0,2802134.0,1226429.0
